<<<<<<< HEAD
name,state,swagType,lat,lng,info,website
Gila Cliff Dwellings National Monument,New Mexico,Tag,33.2271975,-108.2731875,"**March 2026, trusted member reports tags in stock. Visitor Center closes at 4. The road in and out is very windy and slow going.  There is no cell signal.The Cliff Dwelling Loop is the highlight but is not dog friendly.  There are kennels (see picture) at the trailhead.  These have water bowls, which is super important here. There are numerous other trails that are dog friendly, and you may have to go through water on some of them.
**April 2025, member confirms free tag.  Pick up a brochure at Gila VIsitor Center or Cliff Dweller Canyon Trailhead (pets not allowed on that trail).  Complete the activities, then see a ranger or volunteer to earn free site specific wooden tag.  There is also a free certificate.",https://www.nps.gov/gicl/planyourvisit/pets.htm
Goblin Valley State Park,Utah,Tag,38.5981638,-110.6999678,"March 2026, member reports there is a wooden site specific tag to earn, as well as a ranger signed activity card. No tasks required and there was a swearing in.",https://stateparks.utah.gov/parks/goblin-valley/
Golden Gate Canyon State Park,Colorado,Tag,39.8508164,-105.4220719,"January 2026, member reports they hiked the Blue Grouse Trail and purchased a site speific metal tag for $5 but there was no swearing in or activities to complete. Another member reports the ranger in charge of Bark Ranger is is only there Wed- Fri and the booklet has the bandana in it so yo need a booklet per dog. Dogs are NOT ALLOWED in the visitor center. Day pass to the site is $12 and there are also stickers for sale for $4. 
June 2025, member reports there is also a site specific sticker for sale.  Also, stated the booklet does not need to be filled out. 
March 2025, member reports a new program.  Stop by the visitor center after your hike to fill out the booklet. Tags are a $5 donation. The Ranger gave a free goodie bag with a tennis ball, poop bags, and a treat!",https://cpw.state.co.us/state-parks/golden-gate-canyon-state-park
Goose Creek State Park,North Carolina,Tag,35.4714942,-76.9106821,"April 2025 member confirmed they were given a tag. 
March 2025, member reports they were given a tag by the rangers. They were inside the visitor center and rangers saw the dog behaving and gave the tag.",https://www.ncparks.gov/state-parks/goose-creek-state-park
Grafton Lakes State Park,New York,Bandana,42.7842595,-73.4513805,"**March 2026 member reports a Bark Ranger hike on March 15th 1-3 PM. Cost is $3 per dog.  Must call (number below) to register. The hikes events are the only way to get the swag!
**September 2025, we have very little details except that there is a walk on September 6 from 12-1 PM.  The ad shows a green site specific bandana, so we assume that's a free gift.  Call to register at 518-279-1155. Must have proof of rabies vax. This is all the info we have found.",https://parks.ny.gov/events/event.aspx?e=53-45300.0
=======
November 2024, member reports the visitor center is next to the Sandy Hook Lighthouse. Tags are available to visitors after taking the Bark Pledge.  Current hours, as of November 2024, are 10-4 Saturday and Sunday. Address: 84 Mercer Rd Highlands NJ 07732.  Phone number: 732-872-5970.",https://www.nps.gov/gate/planyourvisit/pets.htm
George Washington Birthplace National Monument,Virginia,Tag,38.1918855,-76.9208322,"August 2025, trusted member reports tags still available. 
March 2025, trusted member verified free metal site specific tag at the visitor center.  
November 2024 member verified program. Bark Ranger activity card and collar tag available when visitor center is open Wed through Sun every week. There is a door bell attached to the rack for assistance if you are alone as pets are not allowed in the building. Very cool gold metal site specific tag available. Dogs not allowed in memorial area.",https://www.nps.gov/gewa/planyourvisit/pets.htm
"George Washington Carver National Monument, Carver Rd, Diamond, MO",Missouri,Tag,36.9859984,-94.3555747,"December 2025, trusted member recieved a site specific wooden tag. Reports that you can choose between a tag and a bandana. There is an activity checklist.
March 2025, member reports that the trails close at 4.30 PM but the visitor center closes at 5.  The ranger was nice and gave member a bandana. There is a free site specific bandana to earn and free non-site specific metal tag and card.",https://www.nps.gov/gwca/learn/news/bark-ranger-program.htm
Gila Cliff Dwellings National Monument,New Mexico,Tag,33.2271975,-108.2731875,"**March 2026, trusted member reports tags in stock. Visitor Center closes at 4. The road in and out is very windy and slow going.  There is no cell signal.The Cliff Dwelling Loop is the highlight but is not dog friendly.  There are kennels (see picture) at the trailhead.  These have water bowls, which is super important here. There are numerous other trails that are dog friendly, and you may have to go through water on some of them.
**April 2025, member confirms free tag.  Pick up a brochure at Gila VIsitor Center or Cliff Dweller Canyon Trailhead (pets not allowed on that trail).  Complete the activities, then see a ranger or volunteer to earn free site specific wooden tag.  There is also a free certificate.",https://www.nps.gov/gicl/planyourvisit/pets.htm
Goblin Valley State Park,Utah,Tag,38.5981638,-110.6999678,"March 2026, member reports there is a wooden site specific tag to earn, as well as a ranger signed activity card. No tasks required and there was a swearing in.",https://stateparks.utah.gov/parks/goblin-valley/
Golden Gate Canyon State Park,Colorado,Tag,39.8508164,-105.4220719,"January 2026, member reports they hiked the Blue Grouse Trail and purchased a site speific metal tag for $5 but there was no swearing in or activities to complete. Another member reports the ranger in charge of Bark Ranger is is only there Wed- Fri and the booklet has the bandana in it so yo need a booklet per dog. Dogs are NOT ALLOWED in the visitor center. Day pass to the site is $12 and there are also stickers for sale for $4. 
June 2025, member reports there is also a site specific sticker for sale.  Also, stated the booklet does not need to be filled out. 
March 2025, member reports a new program.  Stop by the visitor center after your hike to fill out the booklet. Tags are a $5 donation. The Ranger gave a free goodie bag with a tennis ball, poop bags, and a treat!",https://cpw.state.co.us/state-parks/golden-gate-canyon-state-park
Goose Creek State Park,North Carolina,Tag,35.4714942,-76.9106821,"April 2025 member confirmed they were given a tag. 
March 2025, member reports they were given a tag by the rangers. They were inside the visitor center and rangers saw the dog behaving and gave the tag.",https://www.ncparks.gov/state-parks/goose-creek-state-park
Grafton Lakes State Park,New York,Bandana,42.7842595,-73.4513805,"**March 2026 member reports a Bark Ranger hike on March 15th 1-3 PM. Cost is $3 per dog.  Must call (number below) to register. The hikes events are the only way to get the swag!
**September 2025, we have very little details except that there is a walk on September 6 from 12-1 PM.  The ad shows a green site specific bandana, so we assume that's a free gift.  Call to register at 518-279-1155. Must have proof of rabies vax. This is all the info we have found.",https://parks.ny.gov/events/event.aspx?e=53-45300.0
>>>>>>> 5058012d81008eb092031d7983fdd92503d86ad7
Grand Canyon National Park,Arizona,Tag,36.3078548,-112.292896,"**March 2026, member reports swag for sale in the stores, but no tags.
**August 2025, site specific metal tags online for sale https://shopgrandcanyon.com/grand-canyon-bark-ranger-pet-tag/ January 2025 member provided that the Grand Canyon South Market, 1 Market Plaza Rd, Grand Canyon Village, AZ, 86023 is where many Bark Ranger items are for sale. Dogs cannot come in as it is a grocery store and there is no real Bark Ranger program at this park. 
**October 2024, member reports that a cute metal site specific tag is sold in the general store in the market plaza. THERE IS NO REAL BARK RANGER PROGRAM. South Rim is more dog friendly than North Rim","https://www.nps.gov/grca/planyourvisit/pets.htm

<<<<<<< HEAD
https://shopgrandcanyon.com/search.php?search_query=bark"
Grayson Highlands State Park,Virginia,Tag,36.6255213,-81.4987198,"November 2025, member reports tag purchased at Park Office.
September 2025 member reports that they bought a site specific tag and bandana, plus the plush pups for purchase.  You have to pay the parks parking fee to get to the visitor center/gift shop.  Dogs not allowed inside.  Member showed email from the park that said they carry tags and Bark Ranger plush pups.",https://www.dcr.virginia.gov/state-parks/grayson-highlands
Great Falls Park,Virginia,Tag,38.9904396,-77.2516018,"**March 2026, member reports that ranger said this site, as well as others in the area of the parkway will eventually be using tags that have George Washington Parkway on them, but unsure on the eta of those tags.
**January 2026, member reports site is out of tags.
**May 2025, member reports a generic tag for sale in the bookstore and claims there is an online program to sign up for.  Admin note that we only recently removed the site from the map after reports the program has ended.  Please call ahead to verify.",https://www.nps.gov/grfa/planyourvisit/pets.htm
Great Sand Dunes National Park and Preserve Visitor Center,Colorado,Tag,37.7329749,-105.5122816,"April 2025 member reports there is a badge to buy in adddition to the free one.  
November 2024, member reports tags are back in stock. There is a wooden site specific dog tag. Member who had gone to GSD in October received tag in mail December 2024.  If you left your name and address, a tag might be in the mail to you, fingers crossed!",https://www.nps.gov/grsa/planyourvisit/pets.htm
